Data Number,Hour,Minute,Data Value
66,11,8,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65], 'valueRecord': ['54.14\r\n', '26.33\r\n', '47.88\r\n', '46.96\r\n', '46.48\r\n', '47.81\r\n', '47.80\r\n', '48.26\r\n', '46.99\r\n', '46.97\r\n', '46.00\r\n', '54.30\r\n', '55.48\r\n', '55.43\r\n', '54.04\r\n', '51.48\r\n', '54.33\r\n', '54.09\r\n', '54.91\r\n', '55.57\r\n', '53.99\r\n', '54.81\r\n', '54.69\r\n', '53.92\r\n', '53.51\r\n', '51.00\r\n', '54.38\r\n', '55.65\r\n', '55.62\r\n', '55.60\r\n', '55.21\r\n', '55.51\r\n', '56.01\r\n', '55.50\r\n', '55.65\r\n', '55.21\r\n', '56.03\r\n', '55.58\r\n', '55.09\r\n', '55.15\r\n', '55.62\r\n', '56.06\r\n', '56.06\r\n', '55.12\r\n', '55.22\r\n', '54.81\r\n', '54.28\r\n', '54.83\r\n', '53.99\r\n', '53.99\r\n', '54.02\r\n', '54.85\r\n', '53.53\r\n', '54.45\r\n', '55.31\r\n', '55.75\r\n', '55.31\r\n', '55.33\r\n', '54.86\r\n', '54.43\r\n', '54.76\r\n', '54.45\r\n', '54.88\r\n', '53.47\r\n', '54.85\r\n', '54.83\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]}"
67,11,8,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66], 'valueRecord': ['54.14\r\n', '26.33\r\n', '47.88\r\n', '46.96\r\n', '46.48\r\n', '47.81\r\n', '47.80\r\n', '48.26\r\n', '46.99\r\n', '46.97\r\n', '46.00\r\n', '54.30\r\n', '55.48\r\n', '55.43\r\n', '54.04\r\n', '51.48\r\n', '54.33\r\n', '54.09\r\n', '54.91\r\n', '55.57\r\n', '53.99\r\n', '54.81\r\n', '54.69\r\n', '53.92\r\n', '53.51\r\n', '51.00\r\n', '54.38\r\n', '55.65\r\n', '55.62\r\n', '55.60\r\n', '55.21\r\n', '55.51\r\n', '56.01\r\n', '55.50\r\n', '55.65\r\n', '55.21\r\n', '56.03\r\n', '55.58\r\n', '55.09\r\n', '55.15\r\n', '55.62\r\n', '56.06\r\n', '56.06\r\n', '55.12\r\n', '55.22\r\n', '54.81\r\n', '54.28\r\n', '54.83\r\n', '53.99\r\n', '53.99\r\n', '54.02\r\n', '54.85\r\n', '53.53\r\n', '54.45\r\n', '55.31\r\n', '55.75\r\n', '55.31\r\n', '55.33\r\n', '54.86\r\n', '54.43\r\n', '54.76\r\n', '54.45\r\n', '54.88\r\n', '53.47\r\n', '54.85\r\n', '54.83\r\n', '54.40\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]}"
68,11,8,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67], 'valueRecord': ['54.14\r\n', '26.33\r\n', '47.88\r\n', '46.96\r\n', '46.48\r\n', '47.81\r\n', '47.80\r\n', '48.26\r\n', '46.99\r\n', '46.97\r\n', '46.00\r\n', '54.30\r\n', '55.48\r\n', '55.43\r\n', '54.04\r\n', '51.48\r\n', '54.33\r\n', '54.09\r\n', '54.91\r\n', '55.57\r\n', '53.99\r\n', '54.81\r\n', '54.69\r\n', '53.92\r\n', '53.51\r\n', '51.00\r\n', '54.38\r\n', '55.65\r\n', '55.62\r\n', '55.60\r\n', '55.21\r\n', '55.51\r\n', '56.01\r\n', '55.50\r\n', '55.65\r\n', '55.21\r\n', '56.03\r\n', '55.58\r\n', '55.09\r\n', '55.15\r\n', '55.62\r\n', '56.06\r\n', '56.06\r\n', '55.12\r\n', '55.22\r\n', '54.81\r\n', '54.28\r\n', '54.83\r\n', '53.99\r\n', '53.99\r\n', '54.02\r\n', '54.85\r\n', '53.53\r\n', '54.45\r\n', '55.31\r\n', '55.75\r\n', '55.31\r\n', '55.33\r\n', '54.86\r\n', '54.43\r\n', '54.76\r\n', '54.45\r\n', '54.88\r\n', '53.47\r\n', '54.85\r\n', '54.83\r\n', '54.40\r\n', '55.67\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]}"
69,11,8,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68], 'valueRecord': ['54.14\r\n', '26.33\r\n', '47.88\r\n', '46.96\r\n', '46.48\r\n', '47.81\r\n', '47.80\r\n', '48.26\r\n', '46.99\r\n', '46.97\r\n', '46.00\r\n', '54.30\r\n', '55.48\r\n', '55.43\r\n', '54.04\r\n', '51.48\r\n', '54.33\r\n', '54.09\r\n', '54.91\r\n', '55.57\r\n', '53.99\r\n', '54.81\r\n', '54.69\r\n', '53.92\r\n', '53.51\r\n', '51.00\r\n', '54.38\r\n', '55.65\r\n', '55.62\r\n', '55.60\r\n', '55.21\r\n', '55.51\r\n', '56.01\r\n', '55.50\r\n', '55.65\r\n', '55.21\r\n', '56.03\r\n', '55.58\r\n', '55.09\r\n', '55.15\r\n', '55.62\r\n', '56.06\r\n', '56.06\r\n', '55.12\r\n', '55.22\r\n', '54.81\r\n', '54.28\r\n', '54.83\r\n', '53.99\r\n', '53.99\r\n', '54.02\r\n', '54.85\r\n', '53.53\r\n', '54.45\r\n', '55.31\r\n', '55.75\r\n', '55.31\r\n', '55.33\r\n', '54.86\r\n', '54.43\r\n', '54.76\r\n', '54.45\r\n', '54.88\r\n', '53.47\r\n', '54.85\r\n', '54.83\r\n', '54.40\r\n', '55.67\r\n', '54.01\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]}"
70,11,8,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69], 'valueRecord': ['54.14\r\n', '26.33\r\n', '47.88\r\n', '46.96\r\n', '46.48\r\n', '47.81\r\n', '47.80\r\n', '48.26\r\n', '46.99\r\n', '46.97\r\n', '46.00\r\n', '54.30\r\n', '55.48\r\n', '55.43\r\n', '54.04\r\n', '51.48\r\n', '54.33\r\n', '54.09\r\n', '54.91\r\n', '55.57\r\n', '53.99\r\n', '54.81\r\n', '54.69\r\n', '53.92\r\n', '53.51\r\n', '51.00\r\n', '54.38\r\n', '55.65\r\n', '55.62\r\n', '55.60\r\n', '55.21\r\n', '55.51\r\n', '56.01\r\n', '55.50\r\n', '55.65\r\n', '55.21\r\n', '56.03\r\n', '55.58\r\n', '55.09\r\n', '55.15\r\n', '55.62\r\n', '56.06\r\n', '56.06\r\n', '55.12\r\n', '55.22\r\n', '54.81\r\n', '54.28\r\n', '54.83\r\n', '53.99\r\n', '53.99\r\n', '54.02\r\n', '54.85\r\n', '53.53\r\n', '54.45\r\n', '55.31\r\n', '55.75\r\n', '55.31\r\n', '55.33\r\n', '54.86\r\n', '54.43\r\n', '54.76\r\n', '54.45\r\n', '54.88\r\n', '53.47\r\n', '54.85\r\n', '54.83\r\n', '54.40\r\n', '55.67\r\n', '54.01\r\n', '54.43\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]}"
71,11,8,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70], 'valueRecord': ['54.14\r\n', '26.33\r\n', '47.88\r\n', '46.96\r\n', '46.48\r\n', '47.81\r\n', '47.80\r\n', '48.26\r\n', '46.99\r\n', '46.97\r\n', '46.00\r\n', '54.30\r\n', '55.48\r\n', '55.43\r\n', '54.04\r\n', '51.48\r\n', '54.33\r\n', '54.09\r\n', '54.91\r\n', '55.57\r\n', '53.99\r\n', '54.81\r\n', '54.69\r\n', '53.92\r\n', '53.51\r\n', '51.00\r\n', '54.38\r\n', '55.65\r\n', '55.62\r\n', '55.60\r\n', '55.21\r\n', '55.51\r\n', '56.01\r\n', '55.50\r\n', '55.65\r\n', '55.21\r\n', '56.03\r\n', '55.58\r\n', '55.09\r\n', '55.15\r\n', '55.62\r\n', '56.06\r\n', '56.06\r\n', '55.12\r\n', '55.22\r\n', '54.81\r\n', '54.28\r\n', '54.83\r\n', '53.99\r\n', '53.99\r\n', '54.02\r\n', '54.85\r\n', '53.53\r\n', '54.45\r\n', '55.31\r\n', '55.75\r\n', '55.31\r\n', '55.33\r\n', '54.86\r\n', '54.43\r\n', '54.76\r\n', '54.45\r\n', '54.88\r\n', '53.47\r\n', '54.85\r\n', '54.83\r\n', '54.40\r\n', '55.67\r\n', '54.01\r\n', '54.43\r\n', '54.86\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]}"
72,11,8,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71], 'valueRecord': ['54.14\r\n', '26.33\r\n', '47.88\r\n', '46.96\r\n', '46.48\r\n', '47.81\r\n', '47.80\r\n', '48.26\r\n', '46.99\r\n', '46.97\r\n', '46.00\r\n', '54.30\r\n', '55.48\r\n', '55.43\r\n', '54.04\r\n', '51.48\r\n', '54.33\r\n', '54.09\r\n', '54.91\r\n', '55.57\r\n', '53.99\r\n', '54.81\r\n', '54.69\r\n', '53.92\r\n', '53.51\r\n', '51.00\r\n', '54.38\r\n', '55.65\r\n', '55.62\r\n', '55.60\r\n', '55.21\r\n', '55.51\r\n', '56.01\r\n', '55.50\r\n', '55.65\r\n', '55.21\r\n', '56.03\r\n', '55.58\r\n', '55.09\r\n', '55.15\r\n', '55.62\r\n', '56.06\r\n', '56.06\r\n', '55.12\r\n', '55.22\r\n', '54.81\r\n', '54.28\r\n', '54.83\r\n', '53.99\r\n', '53.99\r\n', '54.02\r\n', '54.85\r\n', '53.53\r\n', '54.45\r\n', '55.31\r\n', '55.75\r\n', '55.31\r\n', '55.33\r\n', '54.86\r\n', '54.43\r\n', '54.76\r\n', '54.45\r\n', '54.88\r\n', '53.47\r\n', '54.85\r\n', '54.83\r\n', '54.40\r\n', '55.67\r\n', '54.01\r\n', '54.43\r\n', '54.86\r\n', '53.63\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]}"
73,11,8,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72], 'valueRecord': ['54.14\r\n', '26.33\r\n', '47.88\r\n', '46.96\r\n', '46.48\r\n', '47.81\r\n', '47.80\r\n', '48.26\r\n', '46.99\r\n', '46.97\r\n', '46.00\r\n', '54.30\r\n', '55.48\r\n', '55.43\r\n', '54.04\r\n', '51.48\r\n', '54.33\r\n', '54.09\r\n', '54.91\r\n', '55.57\r\n', '53.99\r\n', '54.81\r\n', '54.69\r\n', '53.92\r\n', '53.51\r\n', '51.00\r\n', '54.38\r\n', '55.65\r\n', '55.62\r\n', '55.60\r\n', '55.21\r\n', '55.51\r\n', '56.01\r\n', '55.50\r\n', '55.65\r\n', '55.21\r\n', '56.03\r\n', '55.58\r\n', '55.09\r\n', '55.15\r\n', '55.62\r\n', '56.06\r\n', '56.06\r\n', '55.12\r\n', '55.22\r\n', '54.81\r\n', '54.28\r\n', '54.83\r\n', '53.99\r\n', '53.99\r\n', '54.02\r\n', '54.85\r\n', '53.53\r\n', '54.45\r\n', '55.31\r\n', '55.75\r\n', '55.31\r\n', '55.33\r\n', '54.86\r\n', '54.43\r\n', '54.76\r\n', '54.45\r\n', '54.88\r\n', '53.47\r\n', '54.85\r\n', '54.83\r\n', '54.40\r\n', '55.67\r\n', '54.01\r\n', '54.43\r\n', '54.86\r\n', '53.63\r\n', '51.93\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]}"
74,11,8,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73], 'valueRecord': ['54.14\r\n', '26.33\r\n', '47.88\r\n', '46.96\r\n', '46.48\r\n', '47.81\r\n', '47.80\r\n', '48.26\r\n', '46.99\r\n', '46.97\r\n', '46.00\r\n', '54.30\r\n', '55.48\r\n', '55.43\r\n', '54.04\r\n', '51.48\r\n', '54.33\r\n', '54.09\r\n', '54.91\r\n', '55.57\r\n', '53.99\r\n', '54.81\r\n', '54.69\r\n', '53.92\r\n', '53.51\r\n', '51.00\r\n', '54.38\r\n', '55.65\r\n', '55.62\r\n', '55.60\r\n', '55.21\r\n', '55.51\r\n', '56.01\r\n', '55.50\r\n', '55.65\r\n', '55.21\r\n', '56.03\r\n', '55.58\r\n', '55.09\r\n', '55.15\r\n', '55.62\r\n', '56.06\r\n', '56.06\r\n', '55.12\r\n', '55.22\r\n', '54.81\r\n', '54.28\r\n', '54.83\r\n', '53.99\r\n', '53.99\r\n', '54.02\r\n', '54.85\r\n', '53.53\r\n', '54.45\r\n', '55.31\r\n', '55.75\r\n', '55.31\r\n', '55.33\r\n', '54.86\r\n', '54.43\r\n', '54.76\r\n', '54.45\r\n', '54.88\r\n', '53.47\r\n', '54.85\r\n', '54.83\r\n', '54.40\r\n', '55.67\r\n', '54.01\r\n', '54.43\r\n', '54.86\r\n', '53.63\r\n', '51.93\r\n', '53.63\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]}"
75,11,8,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74], 'valueRecord': ['54.14\r\n', '26.33\r\n', '47.88\r\n', '46.96\r\n', '46.48\r\n', '47.81\r\n', '47.80\r\n', '48.26\r\n', '46.99\r\n', '46.97\r\n', '46.00\r\n', '54.30\r\n', '55.48\r\n', '55.43\r\n', '54.04\r\n', '51.48\r\n', '54.33\r\n', '54.09\r\n', '54.91\r\n', '55.57\r\n', '53.99\r\n', '54.81\r\n', '54.69\r\n', '53.92\r\n', '53.51\r\n', '51.00\r\n', '54.38\r\n', '55.65\r\n', '55.62\r\n', '55.60\r\n', '55.21\r\n', '55.51\r\n', '56.01\r\n', '55.50\r\n', '55.65\r\n', '55.21\r\n', '56.03\r\n', '55.58\r\n', '55.09\r\n', '55.15\r\n', '55.62\r\n', '56.06\r\n', '56.06\r\n', '55.12\r\n', '55.22\r\n', '54.81\r\n', '54.28\r\n', '54.83\r\n', '53.99\r\n', '53.99\r\n', '54.02\r\n', '54.85\r\n', '53.53\r\n', '54.45\r\n', '55.31\r\n', '55.75\r\n', '55.31\r\n', '55.33\r\n', '54.86\r\n', '54.43\r\n', '54.76\r\n', '54.45\r\n', '54.88\r\n', '53.47\r\n', '54.85\r\n', '54.83\r\n', '54.40\r\n', '55.67\r\n', '54.01\r\n', '54.43\r\n', '54.86\r\n', '53.63\r\n', '51.93\r\n', '53.63\r\n', '51.09\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]}"
