Data Number,Hour,Minute,Data Value
66,11,2,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65], 'valueRecord': ['28.59\r\n', '29.21\r\n', '28.79\r\n', '28.79\r\n', '27.78\r\n', '28.59\r\n', '28.59\r\n', '28.18\r\n', '24.54\r\n', '29.38\r\n', '29.82\r\n', '28.13\r\n', '30.63\r\n', '31.44\r\n', '34.37\r\n', '33.49\r\n', '33.10\r\n', '31.35\r\n', '29.62\r\n', '29.21\r\n', '27.92\r\n', '28.79\r\n', '27.66\r\n', '29.93\r\n', '28.64\r\n', '28.07\r\n', '28.02\r\n', '29.29\r\n', '30.13\r\n', '37.95\r\n', '37.13\r\n', '29.41\r\n', '30.80\r\n', '48.07\r\n', '36.65\r\n', '39.02\r\n', '42.63\r\n', '44.95\r\n', '57.38\r\n', '67.95\r\n', '56.03\r\n', '49.60\r\n', '46.32\r\n', '41.09\r\n', '37.87\r\n', '38.86\r\n', '34.51\r\n', '18.16\r\n', '18.11\r\n', '10.19\r\n', '9.67\r\n', '10.29\r\n', '9.67\r\n', '8.90\r\n', '10.39\r\n', '9.91\r\n', '10.53\r\n', '39.67\r\n', '45.70\r\n', '46.43\r\n', '66.51\r\n', '62.61\r\n', '68.87\r\n', '67.62\r\n', '65.00\r\n', '56.92\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}"
67,11,2,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66], 'valueRecord': ['28.59\r\n', '29.21\r\n', '28.79\r\n', '28.79\r\n', '27.78\r\n', '28.59\r\n', '28.59\r\n', '28.18\r\n', '24.54\r\n', '29.38\r\n', '29.82\r\n', '28.13\r\n', '30.63\r\n', '31.44\r\n', '34.37\r\n', '33.49\r\n', '33.10\r\n', '31.35\r\n', '29.62\r\n', '29.21\r\n', '27.92\r\n', '28.79\r\n', '27.66\r\n', '29.93\r\n', '28.64\r\n', '28.07\r\n', '28.02\r\n', '29.29\r\n', '30.13\r\n', '37.95\r\n', '37.13\r\n', '29.41\r\n', '30.80\r\n', '48.07\r\n', '36.65\r\n', '39.02\r\n', '42.63\r\n', '44.95\r\n', '57.38\r\n', '67.95\r\n', '56.03\r\n', '49.60\r\n', '46.32\r\n', '41.09\r\n', '37.87\r\n', '38.86\r\n', '34.51\r\n', '18.16\r\n', '18.11\r\n', '10.19\r\n', '9.67\r\n', '10.29\r\n', '9.67\r\n', '8.90\r\n', '10.39\r\n', '9.91\r\n', '10.53\r\n', '39.67\r\n', '45.70\r\n', '46.43\r\n', '66.51\r\n', '62.61\r\n', '68.87\r\n', '67.62\r\n', '65.00\r\n', '56.92\r\n', '58.07\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}"
68,11,2,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67], 'valueRecord': ['28.59\r\n', '29.21\r\n', '28.79\r\n', '28.79\r\n', '27.78\r\n', '28.59\r\n', '28.59\r\n', '28.18\r\n', '24.54\r\n', '29.38\r\n', '29.82\r\n', '28.13\r\n', '30.63\r\n', '31.44\r\n', '34.37\r\n', '33.49\r\n', '33.10\r\n', '31.35\r\n', '29.62\r\n', '29.21\r\n', '27.92\r\n', '28.79\r\n', '27.66\r\n', '29.93\r\n', '28.64\r\n', '28.07\r\n', '28.02\r\n', '29.29\r\n', '30.13\r\n', '37.95\r\n', '37.13\r\n', '29.41\r\n', '30.80\r\n', '48.07\r\n', '36.65\r\n', '39.02\r\n', '42.63\r\n', '44.95\r\n', '57.38\r\n', '67.95\r\n', '56.03\r\n', '49.60\r\n', '46.32\r\n', '41.09\r\n', '37.87\r\n', '38.86\r\n', '34.51\r\n', '18.16\r\n', '18.11\r\n', '10.19\r\n', '9.67\r\n', '10.29\r\n', '9.67\r\n', '8.90\r\n', '10.39\r\n', '9.91\r\n', '10.53\r\n', '39.67\r\n', '45.70\r\n', '46.43\r\n', '66.51\r\n', '62.61\r\n', '68.87\r\n', '67.62\r\n', '65.00\r\n', '56.92\r\n', '58.07\r\n', '52.67\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}"
69,11,2,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68], 'valueRecord': ['28.59\r\n', '29.21\r\n', '28.79\r\n', '28.79\r\n', '27.78\r\n', '28.59\r\n', '28.59\r\n', '28.18\r\n', '24.54\r\n', '29.38\r\n', '29.82\r\n', '28.13\r\n', '30.63\r\n', '31.44\r\n', '34.37\r\n', '33.49\r\n', '33.10\r\n', '31.35\r\n', '29.62\r\n', '29.21\r\n', '27.92\r\n', '28.79\r\n', '27.66\r\n', '29.93\r\n', '28.64\r\n', '28.07\r\n', '28.02\r\n', '29.29\r\n', '30.13\r\n', '37.95\r\n', '37.13\r\n', '29.41\r\n', '30.80\r\n', '48.07\r\n', '36.65\r\n', '39.02\r\n', '42.63\r\n', '44.95\r\n', '57.38\r\n', '67.95\r\n', '56.03\r\n', '49.60\r\n', '46.32\r\n', '41.09\r\n', '37.87\r\n', '38.86\r\n', '34.51\r\n', '18.16\r\n', '18.11\r\n', '10.19\r\n', '9.67\r\n', '10.29\r\n', '9.67\r\n', '8.90\r\n', '10.39\r\n', '9.91\r\n', '10.53\r\n', '39.67\r\n', '45.70\r\n', '46.43\r\n', '66.51\r\n', '62.61\r\n', '68.87\r\n', '67.62\r\n', '65.00\r\n', '56.92\r\n', '58.07\r\n', '52.67\r\n', '321.82\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}"
70,11,2,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69], 'valueRecord': ['28.59\r\n', '29.21\r\n', '28.79\r\n', '28.79\r\n', '27.78\r\n', '28.59\r\n', '28.59\r\n', '28.18\r\n', '24.54\r\n', '29.38\r\n', '29.82\r\n', '28.13\r\n', '30.63\r\n', '31.44\r\n', '34.37\r\n', '33.49\r\n', '33.10\r\n', '31.35\r\n', '29.62\r\n', '29.21\r\n', '27.92\r\n', '28.79\r\n', '27.66\r\n', '29.93\r\n', '28.64\r\n', '28.07\r\n', '28.02\r\n', '29.29\r\n', '30.13\r\n', '37.95\r\n', '37.13\r\n', '29.41\r\n', '30.80\r\n', '48.07\r\n', '36.65\r\n', '39.02\r\n', '42.63\r\n', '44.95\r\n', '57.38\r\n', '67.95\r\n', '56.03\r\n', '49.60\r\n', '46.32\r\n', '41.09\r\n', '37.87\r\n', '38.86\r\n', '34.51\r\n', '18.16\r\n', '18.11\r\n', '10.19\r\n', '9.67\r\n', '10.29\r\n', '9.67\r\n', '8.90\r\n', '10.39\r\n', '9.91\r\n', '10.53\r\n', '39.67\r\n', '45.70\r\n', '46.43\r\n', '66.51\r\n', '62.61\r\n', '68.87\r\n', '67.62\r\n', '65.00\r\n', '56.92\r\n', '58.07\r\n', '52.67\r\n', '321.82\r\n', '321.96\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}"
71,11,2,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70], 'valueRecord': ['28.59\r\n', '29.21\r\n', '28.79\r\n', '28.79\r\n', '27.78\r\n', '28.59\r\n', '28.59\r\n', '28.18\r\n', '24.54\r\n', '29.38\r\n', '29.82\r\n', '28.13\r\n', '30.63\r\n', '31.44\r\n', '34.37\r\n', '33.49\r\n', '33.10\r\n', '31.35\r\n', '29.62\r\n', '29.21\r\n', '27.92\r\n', '28.79\r\n', '27.66\r\n', '29.93\r\n', '28.64\r\n', '28.07\r\n', '28.02\r\n', '29.29\r\n', '30.13\r\n', '37.95\r\n', '37.13\r\n', '29.41\r\n', '30.80\r\n', '48.07\r\n', '36.65\r\n', '39.02\r\n', '42.63\r\n', '44.95\r\n', '57.38\r\n', '67.95\r\n', '56.03\r\n', '49.60\r\n', '46.32\r\n', '41.09\r\n', '37.87\r\n', '38.86\r\n', '34.51\r\n', '18.16\r\n', '18.11\r\n', '10.19\r\n', '9.67\r\n', '10.29\r\n', '9.67\r\n', '8.90\r\n', '10.39\r\n', '9.91\r\n', '10.53\r\n', '39.67\r\n', '45.70\r\n', '46.43\r\n', '66.51\r\n', '62.61\r\n', '68.87\r\n', '67.62\r\n', '65.00\r\n', '56.92\r\n', '58.07\r\n', '52.67\r\n', '321.82\r\n', '321.96\r\n', '321.49\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}"
72,11,2,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71], 'valueRecord': ['28.59\r\n', '29.21\r\n', '28.79\r\n', '28.79\r\n', '27.78\r\n', '28.59\r\n', '28.59\r\n', '28.18\r\n', '24.54\r\n', '29.38\r\n', '29.82\r\n', '28.13\r\n', '30.63\r\n', '31.44\r\n', '34.37\r\n', '33.49\r\n', '33.10\r\n', '31.35\r\n', '29.62\r\n', '29.21\r\n', '27.92\r\n', '28.79\r\n', '27.66\r\n', '29.93\r\n', '28.64\r\n', '28.07\r\n', '28.02\r\n', '29.29\r\n', '30.13\r\n', '37.95\r\n', '37.13\r\n', '29.41\r\n', '30.80\r\n', '48.07\r\n', '36.65\r\n', '39.02\r\n', '42.63\r\n', '44.95\r\n', '57.38\r\n', '67.95\r\n', '56.03\r\n', '49.60\r\n', '46.32\r\n', '41.09\r\n', '37.87\r\n', '38.86\r\n', '34.51\r\n', '18.16\r\n', '18.11\r\n', '10.19\r\n', '9.67\r\n', '10.29\r\n', '9.67\r\n', '8.90\r\n', '10.39\r\n', '9.91\r\n', '10.53\r\n', '39.67\r\n', '45.70\r\n', '46.43\r\n', '66.51\r\n', '62.61\r\n', '68.87\r\n', '67.62\r\n', '65.00\r\n', '56.92\r\n', '58.07\r\n', '52.67\r\n', '321.82\r\n', '321.96\r\n', '321.49\r\n', '321.94\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}"
73,11,2,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72], 'valueRecord': ['28.59\r\n', '29.21\r\n', '28.79\r\n', '28.79\r\n', '27.78\r\n', '28.59\r\n', '28.59\r\n', '28.18\r\n', '24.54\r\n', '29.38\r\n', '29.82\r\n', '28.13\r\n', '30.63\r\n', '31.44\r\n', '34.37\r\n', '33.49\r\n', '33.10\r\n', '31.35\r\n', '29.62\r\n', '29.21\r\n', '27.92\r\n', '28.79\r\n', '27.66\r\n', '29.93\r\n', '28.64\r\n', '28.07\r\n', '28.02\r\n', '29.29\r\n', '30.13\r\n', '37.95\r\n', '37.13\r\n', '29.41\r\n', '30.80\r\n', '48.07\r\n', '36.65\r\n', '39.02\r\n', '42.63\r\n', '44.95\r\n', '57.38\r\n', '67.95\r\n', '56.03\r\n', '49.60\r\n', '46.32\r\n', '41.09\r\n', '37.87\r\n', '38.86\r\n', '34.51\r\n', '18.16\r\n', '18.11\r\n', '10.19\r\n', '9.67\r\n', '10.29\r\n', '9.67\r\n', '8.90\r\n', '10.39\r\n', '9.91\r\n', '10.53\r\n', '39.67\r\n', '45.70\r\n', '46.43\r\n', '66.51\r\n', '62.61\r\n', '68.87\r\n', '67.62\r\n', '65.00\r\n', '56.92\r\n', '58.07\r\n', '52.67\r\n', '321.82\r\n', '321.96\r\n', '321.49\r\n', '321.94\r\n', '49.36\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}"
74,11,2,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73], 'valueRecord': ['28.59\r\n', '29.21\r\n', '28.79\r\n', '28.79\r\n', '27.78\r\n', '28.59\r\n', '28.59\r\n', '28.18\r\n', '24.54\r\n', '29.38\r\n', '29.82\r\n', '28.13\r\n', '30.63\r\n', '31.44\r\n', '34.37\r\n', '33.49\r\n', '33.10\r\n', '31.35\r\n', '29.62\r\n', '29.21\r\n', '27.92\r\n', '28.79\r\n', '27.66\r\n', '29.93\r\n', '28.64\r\n', '28.07\r\n', '28.02\r\n', '29.29\r\n', '30.13\r\n', '37.95\r\n', '37.13\r\n', '29.41\r\n', '30.80\r\n', '48.07\r\n', '36.65\r\n', '39.02\r\n', '42.63\r\n', '44.95\r\n', '57.38\r\n', '67.95\r\n', '56.03\r\n', '49.60\r\n', '46.32\r\n', '41.09\r\n', '37.87\r\n', '38.86\r\n', '34.51\r\n', '18.16\r\n', '18.11\r\n', '10.19\r\n', '9.67\r\n', '10.29\r\n', '9.67\r\n', '8.90\r\n', '10.39\r\n', '9.91\r\n', '10.53\r\n', '39.67\r\n', '45.70\r\n', '46.43\r\n', '66.51\r\n', '62.61\r\n', '68.87\r\n', '67.62\r\n', '65.00\r\n', '56.92\r\n', '58.07\r\n', '52.67\r\n', '321.82\r\n', '321.96\r\n', '321.49\r\n', '321.94\r\n', '49.36\r\n', '49.58\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}"
75,11,2,"{'counter': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74], 'valueRecord': ['28.59\r\n', '29.21\r\n', '28.79\r\n', '28.79\r\n', '27.78\r\n', '28.59\r\n', '28.59\r\n', '28.18\r\n', '24.54\r\n', '29.38\r\n', '29.82\r\n', '28.13\r\n', '30.63\r\n', '31.44\r\n', '34.37\r\n', '33.49\r\n', '33.10\r\n', '31.35\r\n', '29.62\r\n', '29.21\r\n', '27.92\r\n', '28.79\r\n', '27.66\r\n', '29.93\r\n', '28.64\r\n', '28.07\r\n', '28.02\r\n', '29.29\r\n', '30.13\r\n', '37.95\r\n', '37.13\r\n', '29.41\r\n', '30.80\r\n', '48.07\r\n', '36.65\r\n', '39.02\r\n', '42.63\r\n', '44.95\r\n', '57.38\r\n', '67.95\r\n', '56.03\r\n', '49.60\r\n', '46.32\r\n', '41.09\r\n', '37.87\r\n', '38.86\r\n', '34.51\r\n', '18.16\r\n', '18.11\r\n', '10.19\r\n', '9.67\r\n', '10.29\r\n', '9.67\r\n', '8.90\r\n', '10.39\r\n', '9.91\r\n', '10.53\r\n', '39.67\r\n', '45.70\r\n', '46.43\r\n', '66.51\r\n', '62.61\r\n', '68.87\r\n', '67.62\r\n', '65.00\r\n', '56.92\r\n', '58.07\r\n', '52.67\r\n', '321.82\r\n', '321.96\r\n', '321.49\r\n', '321.94\r\n', '49.36\r\n', '49.58\r\n', '57.26\r\n'], 'hour': [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11], 'minute': [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}"
